country,iso3c,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Gabon,GAB,4881.676894,4879.411824,4462.338602,758.8209359,1870.397918,4273.869671,4189.655973,4245.277611,4442.102305,3984.175881,3557.640611,3739.126712,3693.558077,3831.399629,3796.229142,3840.366983,3431.264301,3506.759408,3503.313395,3734.728289,3897.854984,5139.738435,5130.129056,5480.716632,5324.851245,5221.937918,4404.866234,4018.033243,4836.056255,4742.844328,4733.259379,4658.559164
Gambia,GMB,529.9886678,519.074945,-215.1243752,-4011.115163,-1990.681465,453.9724895,277.6390651,449.144877,432.1102598,436.0906118,447.7768082,433.7522545,429.8762563,432.70983,463.7593346,472.8963981,486.6805756,542.4607076,551.0408004,544.7209328,589.582535,663.7185363,636.9726181,602.8778437,658.1391516,690.3534896,397.0244043,374.9609926,818.9188046,866.3577164,895.8762947,920.6661276
Georgia,GEO,47074.82284,36016.92136,26843.5237,4419.091135,7525.024967,5807.860628,8352.07202,9604.523657,8116.208419,6645.138787,5569.421197,5613.250403,5440.395629,5740.382977,6847.130101,7419.522014,9375.304237,10292.95678,10785.12377,9469.736256,9606.71288,12066.31812,12685.13094,11853.42665,12747.77712,11758.10854,10467.93984,10105.61365,12807.6581,13097.1015,13836.93504,14269.18025
Germany,DEU,1094083.671,1079434.754,1049964.601,973492.2905,1001981.606,1050176.014,1059131.688,998024.4683,1004984.796,982976.1548,961768.8394,956117.2809,936037.5394,965143.236,948504.6152,923277.1314,910826.6606,875278.421,868874.2538,830245.5725,834307.6818,812974.9392,811742.635,821881.5503,803265.0811,812619.2604,655267.8869,654887.7451,839711.5932,820634.699,855045.4627,826651.7225
Ghana,GHA,4068.180824,3656.808216,3329.214142,-80.51840215,1909.056789,4445.370734,4661.218564,4770.104461,5131.971172,5829.564699,6504.752523,6101.376887,6347.93168,7224.671221,6979.248843,7775.011728,9430.57014,9574.528532,9463.723702,8064.471026,10386.57055,11891.05736,12834.95734,14760.39196,14732.23369,14629.54242,20546.92144,20702.34786,22455.57686,23444.11047,24256.05766,24476.7719
Greece,GRC,107812.3154,109029.761,109342.5348,97858.00861,106043.5553,116655.3136,124280.4507,122312.8942,132979.1145,135729.6545,141734.7098,142386.7968,143555.1211,154341.5309,155823.4711,158882.7039,159143.7508,164826.9281,163124.9667,150032.2502,140892.1342,131883.9909,124511.4263,113584.8465,106776.8772,105781.6418,62949.84831,65730.49324,74120.62129,73245.27949,76911.76534,73564.41693
Greenland,GRL,430.6466473,408.4230853,-239.6202273,-3225.849608,-1729.238517,344.1337862,224.609225,360.1102932,304.5105642,302.755733,274.6526973,271.0362408,288.8357979,325.4591818,257.3422771,275.1444798,316.6442164,334.6092593,385.3528837,349.3804294,403.6850178,397.8202418,363.9248535,354.2519351,319.2641725,306.3159556,-7.478108152,-48.66256164,256.0102656,242.3848754,249.9629446,242.549794
Guatemala,GTM,5997.338152,7092.082277,8499.080377,5471.451718,9740.277121,12133.01645,10726.93257,11585.06379,12189.97269,11804.35577,12187.90176,12978.31745,13455.38682,13357.05789,14178.22016,15073.50225,15554.28157,15755.51326,15009.96917,14846.07604,15149.54305,15735.31442,15927.62339,17352.21822,21123.26433,19310.61568,21534.36689,21974.01455,23705.22923,23492.86055,24570.87232,24961.6282
Guinea,GIN,1617.080717,1573.483632,903.4567729,-3073.177627,-847.0282458,1735.457378,1583.244795,1872.82623,1766.956081,1814.607183,1783.232063,1870.227656,1972.456939,2110.554619,2187.296129,1996.702705,1991.288884,2227.89693,2438.956847,2476.571985,2703.357056,2790.630352,2753.645065,2650.132625,2703.089528,3195.130751,4359.247893,3688.332457,5302.633985,5416.419656,5596.519166,5709.994558
Guyana,GUY,21047.29019,19675.21131,24886.20161,20303.50247,23653.12374,28563.76413,28987.50837,25437.46937,24107.68975,23640.78927,29782.50379,25508.49631,28788.87576,28593.93509,29619.50706,32799.27047,36742.88412,43716.0629,50125.76985,49319.61972,59722.79871,69174.91859,52660.45753,52049.42792,51833.41485,52814.81349,3808.162696,4492.088604,3867.667447,2914.764563,4877.028204,4948.462615
Haiti,HTI,1408.288947,1425.371283,485.546522,-3049.690732,-1502.417736,1265.487637,1204.072967,1691.811592,1510.305392,1602.206849,1560.593595,1723.881041,1914.24862,1845.135067,2138.066093,2234.839838,2337.092701,2634.855514,2697.108492,2604.822628,2670.339686,2708.085645,2781.416989,2876.237159,3273.458278,3314.661041,3342.27977,3522.862109,4936.857904,5036.755849,5366.110296,5545.973878
Honduras,HND,3702.065369,3475.272424,3198.496978,228.5903632,2203.694226,4603.370477,4518.901069,4796.921466,5200.809524,5380.796894,5695.222196,6132.865935,6388.583051,7037.985588,7529.873782,7721.531058,7540.307636,9171.955166,9388.645994,8762.225937,8907.547971,9864.751083,9954.475094,10120.08951,10481.89995,11139.72647,10520.88577,10585.8653,11603.42314,11552.41731,11995.86992,12069.75414
Hong Kong,HKG,113935.1071,126022.4678,138009.5112,156275.2397,202719.0176,221664.7675,203250.3715,206042.1428,199981.5112,194046.0802,210535.7141,202756.9966,211980.0815,243970.5442,282450.259,299588.887,337451.5293,357704.203,353848.3576,323162.8196,369119.423,396451.4384,394008.7652,391644.4387,386283.6753,371534.041,167151.8697,169741.2858,178741.4277,181148.3777,192973.1569,200047.3747
Hungary,HUN,62658.56583,62112.00872,56045.49623,52965.50733,54444.83543,54341.31438,53792.12682,51773.4912,52551.85668,53137.59842,49762.75735,52778.09817,55575.38349,60762.54237,60943.6694,61129.63625,58850.87365,59338.65068,58799.57811,52643.32539,51724.8697,49767.79316,46446.58732,44270.19976,43331.3399,45349.11617,38757.66784,40970.5044,49305.03007,48483.04309,50122.31358,49494.79457
Iceland,ISL,3286.541657,3314.035024,2718.958881,-731.8122435,1050.78027,3404.803382,3447.300288,3630.216809,3818.680933,4007.388516,4104.079379,3880.845975,3986.21131,4341.987728,4765.972685,5092.091833,5632.559476,5963.627008,5463.132305,4602.188701,4552.169493,4566.542326,4558.155933,4563.76092,4435.822029,4440.925161,3928.918526,4090.302634,5914.040638,6126.332784,6572.397086,6562.695949
India,IND,644408.0002,669026.3922,703519.3327,704883.9425,761576.4724,809641.7842,862207.3051,887241.7071,902275.2987,959356.8056,968119.3858,967683.9963,964493.5464,1006873.786,1052937.27,1104726.807,1152387.004,1230997.753,1333888.609,1500390.696,1494173.967,1585349.794,1702771.631,1699646.894,1854471.092,1914665.873,1932274.498,1974450.471,2072012.471,2142848.361,2163606.437,2176597.687
Indonesia,IDN,190217.7114,211229.4344,219291.9113,226257.5373,245847.5893,263698.2313,276202.9927,278467.7976,238387.3844,273800.9279,263964.3654,289206.0431,304307.1803,338706.1766,338854.0683,335134.0156,349296.2213,366477.0089,366603.9056,390928.2697,437161.0257,478428.7225,509019.2293,477168.0991,502184.7529,516252.3285,525831.688,545616.029,533022.6547,522382.6196,520954.4974,510431.9832
Iran,IRN,210620.8877,217227.4443,209967.366,190462.3655,221400.3599,239515.1735,242094.085,235566.6998,269885.7048,323210.9518,305397.0837,331742.9964,339235.3124,359928.6741,390289.2438,408777.6329,449937.9652,463983.4675,493598.8242,518953.0372,534148.6451,556731.3764,583573.0524,569206.2029,582119.2485,593827.6816,561090.1498,573254.9819,594449.6752,615304.8877,638374.8977,640358.9561
Iraq,IRQ,53540.06726,46261.33085,57954.50331,56302.07175,62786.25872,61387.87332,48589.73774,36102.52007,36334.84437,35516.02878,35148.11205,49102.5301,50953.23214,63148.87712,88516.53349,90871.31249,81944.11096,57551.99773,85568.31865,107472.5562,113640.3166,131391.516,148704.5984,165169.6074,167376.5314,170055.7972,187802.9533,196331.9908,200231.5985,201267.9031,212908.8246,210846.2041
Ireland,IRL,31106.50639,31878.96528,30937.60308,25514.03369,30438.31807,36357.75665,38202.40693,39367.85076,41040.26442,42572.52706,44047.15269,47011.81301,47556.06863,51234.6452,54450.37981,56590.47576,59794.9671,62157.14127,61263.24541,53828.68917,51980.46949,47877.47786,47716.61132,47264.61016,45738.96737,46348.49068,57916.88181,55764.67206,53110.87191,51515.81397,53962.97275,52586.21775
Israel,ISR,43960.16411,47455.25139,49547.37442,36597.65573,48924.03636,62849.85913,63525.86625,67975.82731,66356.27297,65741.60409,69402.90458,75046.25377,70812.78812,71411.69606,67065.1981,67019.97225,68186.43623,71733.26374,73611.46591,70538.69019,73744.29635,76717.49954,80736.16522,77206.09173,74734.14959,75947.21584,73591.3415,77881.96501,80440.56415,78275.41601,81723.29163,78108.72955
Italy,ITA,521661.9902,530432.0223,524427.6699,418230.753,448667.9725,510044.5738,517379.3829,525601.1163,542225.8977,549559.3391,551053.3774,555241.7023,563564.7717,594389.9836,600749.817,600560.953,601675.0299,591059.5394,579639.4546,527184.5026,527235.7401,496014.1098,473069.8038,445200.5906,429585.189,431996.2891,327701.3254,333778.5937,416138.2434,403776.4642,433888.2097,411973.1634
Jamaica,JAM,8511.558799,8229.353077,7416.263568,5181.176911,7067.231155,10317.95183,10681.9464,11155.86245,10491.91412,10665.08809,11196.17777,11416.94391,11302.8711,11706.07029,11617.57472,11738.0214,12878.62039,11432.68376,12261.90123,9515.001712,9058.388589,9750.940747,9435.013656,9935.283632,9411.131517,9518.214509,7842.219298,7709.305418,7490.122988,7311.845785,7528.52986,7290.608028
Japan,JPN,1381328.262,1397031.514,1375503.705,1332000.768,1486164.84,1595874.583,1583942.69,1548176.147,1451997.826,1507869.384,1598042.564,1552005.296,1555455.243,1584769.69,1611201.765,1622235.437,1594496.553,1551151.168,1521890.457,1423068.237,1483604.571,1559454.641,1592480.734,1528514.559,1499603.121,1483899.887,1262705.452,1260021.894,1275276.888,1251151.72,1271593.204,1242996.878
Jordan,JOR,12110.51325,11479.80795,13402.44138,9489.03888,12740.91505,15265.37338,16217.01838,16154.41792,16956.2578,17096.44283,18856.20638,19578.38752,20449.24237,21383.827,23870.87639,26354.99696,27136.96239,28418.49092,28108.53964,28404.83979,28143.29275,29208.06651,31971.4163,31625.15499,32439.32153,27446.95295,29563.96757,29994.13983,32255.73491,31097.99157,31920.71801,32317.04637
Kazakhstan,KAZ,282898.7561,274037.8765,211047.6867,3719308.05,2066802.423,151875.1931,138050.3148,129853.4881,126839.5445,101272.3943,115321.0465,115209.7489,127619.6059,138275.8579,143792.2293,153447.6494,173619.6861,182248.0379,173341.8823,181564.8614,200744.7388,187720.697,195756.1925,205147.8762,211677.1842,220893.0133,2188162.895,2274699.897,205675.6872,215167.4278,222074.2085,223892.8137
Kenya,KEN,7839.015453,6818.033198,6021.449517,1237.53431,4432.924269,9548.904563,10268.14774,9516.511217,10751.76655,10443.28585,10734.15035,10845.94201,10018.54581,9959.021334,11254.52998,13072.08725,14825.05201,15659.03383,16791.47508,19007.15641,19091.94807,20868.19566,21599.19906,23754.04901,25148.90159,25759.85929,23875.12599,26481.74058,29021.75984,28197.12214,29237.77116,29842.07041
Kuwait,KWT,51490.11103,470449.487,25359.00936,25087.64484,33053.15606,48453.23265,45657.34168,47806.5159,46669.4016,46809.39802,38979.37863,47582.4032,50945.10003,53662.89958,56197.40209,61205.15403,62905.35576,68265.02864,74131.51001,79552.85858,79760.69074,78127.414,86925.03843,89107.49172,83355.25793,89703.36964,88032.90132,87001.3901,88382.84206,88843.02889,90343.75088,91669.97272
Kyrgyzstan,KGZ,26730.82428,19626.43738,11731.5683,-1845.491365,2349.560838,6009.678344,6146.005716,6482.163835,5792.307496,5069.983663,4799.571294,4715.782584,5022.472274,5469.481542,5748.177629,5966.077846,6652.7322,7524.706363,8856.597632,7968.733034,7648.65826,8972.982509,11030.43623,10707.82795,10263.77465,10399.89306,9628.669775,9145.233328,13022.04582,12883.12675,13215.49868,13118.56569
Laos,LAO,497.2243092,543.4711106,-111.1661579,-3249.349817,-1682.282102,681.3817904,630.9828836,953.4101385,875.5936808,1066.913822,1118.12481,1077.19473,1287.256693,1278.196905,1581.778466,1653.555907,1831.141759,1409.992971,1520.002265,1692.894391,2003.262108,2149.600793,2203.585882,2148.564988,2341.893389,2367.551575,4769.091807,4849.704311,6880.77818,6960.349185,7288.236142,7434.45443
Latvia,LVA,26127.98836,19196.49828,9574.528068,4330.468795,6685.597494,9637.907711,10256.65895,10062.77083,10291.16395,9792.608768,9113.219525,9745.610308,9894.729678,10482.05409,11010.52528,11238.31686,13024.93954,14592.96399,14128.22902,11958.06837,12927.7402,12843.73876,12584.23488,12444.82631,11803.8612,11918.39417,11305.82277,11350.15771,13365.38348,13025.21618,13519.73139,12985.33799
Lebanon,LBN,12033.34689,13043.72001,14305.94259,12509.00445,15661.07788,20385.4051,20551.42682,21068.35208,21461.0658,20920.31674,19397.57224,20971.97204,20103.8341,23417.85632,22709.2606,21920.34952,20676.55735,19086.73103,23362.29695,27241.03791,27133.82663,27997.09545,29872.37884,30231.92876,31601.20138,25408.71015,23817.39144,24421.17524,26179.5243,25343.84704,26395.86411,26269.60746
Lesotho,LSO,2227.523936,2367.023835,1503.456801,-4896.012304,-1391.070847,2022.941331,1797.362232,2140.873664,1965.209127,1977.357406,1932.652324,1950.175789,1950.580493,2126.433032,2241.330904,2289.697113,2342.280085,2425.759947,2552.580684,2908.008708,3425.694045,3657.195657,3618.874527,3554.792462,3494.834809,3590.782829,2001.85206,2028.755666,2839.084463,2973.500239,3136.078385,3125.377565
Liberia,LBR,424.7303862,632.7632323,-25.24559605,-1695.35549,-844.0408743,166.0519957,113.195689,271.1669758,285.1592876,306.9872734,273.203918,358.0245839,364.4707263,320.4519098,378.1211918,431.3054287,575.145179,533.0628638,474.0741622,498.9630761,675.1816916,730.3637969,884.1817726,897.6778261,860.0970564,1034.385227,148.4594259,-62.17533508,1332.265996,1506.427914,1535.847225,1565.764033
Libya,LBY,27633.91647,34229.96104,29266.383,27507.18194,32656.69651,34172.30779,33521.319,35200.68669,36212.97961,34496.08412,32690.04484,31498.31511,29039.2972,22318.20792,20016.15083,20453.31873,22910.07959,20478.19452,24160.19988,24743.82171,26674.49227,17724.57886,26909.10428,28351.4475,26440.64496,23630.81881,49950.88645,53085.17907,52645.53267,50680.89592,54040.60793,49328.33486
Liechtenstein,LIE,424.2978371,420.4816061,-338.9526647,-3753.022211,-2039.762778,331.3248718,132.8597699,357.1615336,328.5696628,328.6112781,312.0984915,322.5348436,326.5326832,336.6483098,340.1023325,346.1292534,348.6657849,320.4619587,335.7979119,318.2576262,314.6959815,319.7375324,308.9829144,319.2979839,273.2457289,263.8702164,-692.7624769,-909.4190589,942.7344779,920.9658202,945.3807785,951.0645204
Lithuania,LTU,47049.64886,38431.42766,18026.18156,10509.47718,12997.22351,16214.4685,17521.68928,17561.08574,19292.00684,17200.96122,15410.4869,16322.11368,16953.192,18093.41925,19023.91331,20047.33601,21501.97309,23773.81901,24113.79392,20476.03492,21535.35714,22302.51377,21817.83103,21138.23919,19977.59771,20250.74184,17799.02833,17682.84747,20440.91545,19633.55138,20206.08445,19238.65321
Luxembourg,LUX,12672.84201,13614.47797,12684.93796,9805.06735,11155.52567,11920.54178,12409.10709,12194.93408,12277.6964,12798.71913,13696.82542,13894.76763,14454.26794,15485.42583,17055.70674,17082.44191,17303.47931,17534.8127,18301.20815,17381.03305,18453.55965,19470.87833,18546.52831,18685.54776,17314.31751,16895.73488,7251.350206,7296.688029,8245.391168,7872.449401,8145.214662,7809.318547
Macao SAR,MAC,2475.176092,2610.800675,2035.137045,-868.803108,1273.832096,3377.04984,3135.088801,3331.921724,3203.19782,3172.162404,3370.428437,3363.833106,3463.086106,3949.520125,4651.604548,5006.776417,5718.31327,6449.771145,6432.809655,6143.068069,6569.339667,7413.557001,7171.776173,7012.151143,6744.109772,6249.835036,6240.761346,5880.958094,5922.849846,5948.726488,6410.671325,6561.981834
Madagascar,MDG,1471.249897,1479.338987,783.2194057,-2387.259795,-408.7395006,1688.071648,1656.282637,2061.520747,2052.262482,2195.51445,2200.098443,2329.290833,1935.284127,2688.341646,2801.68577,2919.074618,3151.888516,3746.31794,4322.933582,3983.154439,3812.312055,4216.007278,4554.943377,4900.980411,4856.321984,4933.905781,4519.526102,4466.047877,5911.596907,6205.324495,6553.674831,6836.468512
Malawi,MWI,1642.324154,1872.79795,1113.299206,-2613.420117,-554.779927,1690.021551,1590.100168,1985.776593,1725.797199,1818.729221,1617.04754,1677.686864,1859.652939,1950.898188,2019.140049,2066.069363,2123.993678,2062.12659,2417.966294,2543.712777,2702.258318,2525.662952,2404.13356,2652.970433,2682.008347,2685.305638,2389.89387,2282.286891,3144.041556,3148.247345,3215.666824,3260.558847
Malaysia,MYS,49526.44362,62773.85896,68705.99626,61198.10923,75242.31253,90744.74362,106190.1325,107880.4801,79779.54425,85537.50325,101991.194,103094.4365,107818.5068,111883.6803,114788.0569,125033.1279,128219.1785,139440.6846,144171.9618,146271.6616,160721.9116,157692.2856,163181.2989,181221.0072,186486.393,192530.4401,176071.5063,176554.5842,183220.3992,181386.2898,184640.0658,182115.5746
Maldives,MDV,303.3486375,307.7820083,-137.1955034,-2493.198911,-1269.831934,384.8948219,276.5865671,482.0766599,427.9079001,521.9670935,503.2088102,535.5234706,598.5686018,579.9206467,796.3621792,826.1063322,1219.101933,1269.537545,1425.133411,1480.414928,1544.642738,1578.064845,1626.265221,1701.134641,1890.656978,1823.252077,1075.116826,1078.558916,1936.285912,2040.155355,2151.02431,2114.529582
Mali,MLI,1557.187994,1598.194932,851.7211147,-3203.827783,-1000.935685,1591.986242,1404.206704,1584.872625,1960.306732,2000.080785,1973.60597,2205.899099,2295.633492,2540.497846,2773.320134,2936.913976,3185.754822,3460.374355,3665.538383,3018.611097,3637.764855,3943.441027,3785.279026,3962.160107,4918.837318,4910.604803,5188.62067,5221.420255,6939.154172,7023.597082,7370.737211,7686.846958
Malta,MLT,2860.201543,3071.838369,1993.961296,-3750.079706,-672.2278243,3365.327412,3052.672169,3252.644286,3352.332425,3411.057973,3486.985773,3264.635551,3263.471159,3427.965201,3429.664923,3472.016406,3613.258416,3703.772244,3788.865646,3515.19342,3574.858394,3618.826904,4016.086557,3459.176666,3375.592614,2777.137252,2189.056732,2212.891956,2630.742931,2437.540349,2502.76103,2426.307165
Mauritania,MRT,1413.299907,1363.525178,652.5260608,-3623.872755,-1222.561915,1308.976538,1196.725254,1376.105487,1243.948165,1261.240811,1211.418166,1306.114068,1375.458661,1512.452991,1721.92986,1815.612808,1779.517509,2060.697976,2088.320776,2302.834059,2444.532797,2626.235865,2709.683826,2982.520659,2941.292901,3229.85307,2733.084106,2575.039078,3620.165205,3764.555689,3942.433237,4017.806411
Mauritius,MUS,2940.056514,3031.437549,2029.88837,-3751.003256,-691.1752449,3605.315086,3384.787065,3731.014029,3630.240988,3774.115492,3965.420286,4058.493824,4113.118177,4340.632441,4464.240218,4162.281094,5405.693279,5551.637708,6115.199936,5887.030767,6331.689602,6699.981244,6769.339908,6996.83653,7087.409218,7316.439493,5107.558992,5189.507329,6254.881721,6380.825964,6773.124378,6681.216134
Mexico,MEX,333015.8251,336440.5563,344735.9448,339436.688,366426.6876,327941.4628,355285.8481,388746.6143,406826.0008,396231.8657,414532.8465,406451.5002,419370.0581,418348.0966,414265.1373,426712.0083,443573.8428,476979.634,535045.1381,499316.0734,485763.3681,485061.1466,471435.4968,482442.241,474817.2001,486968.9259,497645.2106,491798.1206,489693.7985,507679.7097,532944.7515,529374.8881
Monaco,MCO,348.3554001,336.4139492,-425.1880618,-4183.19371,-2308.237054,251.1808954,50.93021986,295.870883,223.1947487,223.8804513,211.0330077,226.7484399,226.2789139,229.7991668,230.926919,233.0482377,232.1296818,243.1795701,245.2229032,227.1554492,230.3592824,244.0756688,231.169269,241.43242,219.1342992,213.8577575,-359.3235629,-480.4652576,786.2795109,720.2894796,738.0067697,737.5016984
Mongolia,MNG,12651.12642,14172.30511,9887.668393,4628.67669,5612.437463,7397.961299,5587.372738,3873.19617,3209.647867,3161.181793,2413.36267,3526.495593,3817.989046,4530.777719,5036.027856,5583.036166,6908.669795,7595.414534,8790.93728,8823.488683,9081.5312,10278.59221,11778.67117,12729.19776,11893.9999,11938.80766,18047.08646,18036.36141,19753.07953,20808.08798,21632.52515,22275.79098
Montenegro,MNE,2933.240993,2933.633731,1515.221072,-3089.190188,-1190.492315,1122.757715,1833.573784,2154.814643,2505.733002,2528.975267,2636.174106,2370.934635,2855.971065,2812.397196,2833.163132,2620.453767,2828.605161,2969.150875,3645.248102,2674.11063,3598.925616,3982.677071,3736.271325,3411.298986,3250.838732,3404.552702,1054.512223,704.0108354,3648.730201,3673.15811,3772.312628,3742.9863
Morocco,MAR,25219.0194,26111.49438,24855.1355,22463.21149,25860.63306,28975.62823,29899.36197,29939.10656,29741.9799,30634.39949,31030.30778,33372.8267,33817.60342,33836.30811,38556.38862,39670.095,40679.70156,43242.3453,46002.29383,47652.47237,49520.44442,53915.35967,57452.29547,55185.29475,55703.62553,56833.07625,55360.40089,56267.03648,58528.84359,58010.7048,59230.37487,57499.05035
Mozambique,MOZ,2516.175283,2594.180394,1656.059962,-2118.568454,-152.5315906,2478.087873,2184.091208,2477.57291,2379.212907,2724.29876,2737.544256,3220.48366,3663.963211,4205.133366,4453.452312,4333.842635,4407.758633,4749.297929,4960.158151,5250.92362,5237.968332,5954.428181,5778.796664,7023.981603,11244.77029,11672.11492,14343.65344,13371.71542,16507.34732,15678.59692,16695.95589,16790.33137
Myanmar,MMR,5884.141514,5283.336339,4733.11416,-2911.055862,2023.755312,7402.970664,7304.072808,7191.828612,7269.777704,7975.772236,7956.842941,7237.786643,7840.993689,9352.91102,11565.60136,10851.2157,11827.88304,12071.88275,9369.230081,10061.98122,12183.324,13915.71152,10750.9598,12328.85656,20520.08448,21210.8754,27343.03142,28882.54596,33250.23094,31589.00884,34599.31808,35211.10455
Namibia,NAM,3210.370395,3713.089645,3239.223259,167.7726059,1954.530594,4465.979139,4483.473478,4768.70751,4662.705578,4716.690717,4499.986299,4919.025199,4850.447028,6090.9123,6242.463541,6156.526912,6444.934136,7215.801882,7083.974378,7798.442237,8074.815391,8500.842157,8480.352098,8653.565211,8867.558874,8940.490664,9128.903202,8062.163759,8495.857127,8511.159462,8681.535202,8601.24731
Nepal,NPL,1603.078158,1931.855126,1613.077679,-2176.404878,66.3014537,3151.110482,3309.167017,3687.940806,2905.530974,3639.354138,3420.780972,3846.553975,3309.627815,3661.389754,3695.539135,4176.118839,4207.887605,4580.642096,5378.190002,6271.604403,7644.311756,8073.435719,8247.297954,9117.260359,10271.6841,10059.6265,12088.77957,13113.83387,15674.2959,16348.16648,17339.96811,18161.55532
Netherlands,NLD,158736.6339,167388.9626,165169.5606,154424.785,163971.2142,176465.8255,181657.0973,167793.4411,178827.0222,176828.7867,176878.1567,186261.8659,188316.3096,201636.4412,208324.0956,205218.6097,207335.7829,208852.9385,212402.1419,204990.6123,210885.5269,198218.5874,195459.5857,192743.1486,182103.1462,190275.6999,174744.7896,176113.2883,187837.385,183528.3535,195024.5361,189240.5633
Netherlands Antilles,ANT,5909.854707,4782.153467,3391.196678,1765.388603,3106.766933,4943.152987,4439.477543,4566.089941,960.6263807,2282.940532,4673.643245,4718.970863,4594.208002,4659.134671,4818.636485,4734.499828,4726.601782,5023.093892,4876.925976,4984.463492,3747.365766,4236.02785,4989.378607,4433.248136,4791.162955,4887.239772,7614.105574,8421.036525,8216.019281,7910.385828,7837.218946,7824.847626
New Caledonia,NCL,469.9728468,472.6263053,-192.5444795,-3546.462025,-1807.662073,476.1368419,300.6897673,513.8165909,413.8721483,419.191391,378.4373718,419.4823626,425.1053431,509.2887678,529.0999247,567.2846655,645.9453567,702.7716077,789.6303534,696.5570761,741.8989855,798.1613331,767.7775647,784.0294591,750.7005466,736.3786642,393.0621604,279.8335406,1273.627115,1233.862976,1282.121744,1268.996499
New Zealand,NZL,28649.00832,28981.99773,28238.27725,16372.18588,24745.91828,33576.51859,35077.89247,35575.08759,33083.67975,34726.14215,33849.16496,35943.47744,36102.52061,40084.38316,42260.40134,44714.2609,44154.07645,44835.21059,45489.48741,39125.28142,41079.87009,40824.88781,41936.28616,42389.04407,42095.57644,42319.85114,43240.6223,45340.28001,45743.81974,43956.07624,46403.08295,43902.75752
Nicaragua,NIC,2717.785263,2758.357842,2404.755856,-915.9846162,989.3717553,3334.922947,3303.888834,3815.534616,3945.009909,4228.819354,4296.498351,4428.410351,4469.904996,4785.093341,4847.133755,4800.785725,5002.416392,5253.226127,5234.456551,5155.472725,5297.785108,5709.100231,5584.273618,5450.000724,5712.193249,6418.595707,6019.511021,5855.632907,5805.547464,5657.000699,5832.766342,5730.183545
Niger,NER,1092.75683,1127.076514,437.3680223,-3106.536951,-948.8583772,1508.832771,1598.697731,1905.073833,2226.678995,2343.281926,1749.291304,1690.494488,1761.308805,2028.487784,2202.345343,1984.551858,1918.740327,1972.971007,2232.419591,2650.292254,3124.003071,3592.484447,4711.125274,4926.335174,5300.09978,4323.160788,4445.742994,4512.708286,6512.202587,6971.02137,7519.683973,8025.547929
Nigeria,NGA,39438.80232,43131.48675,45646.88192,40341.73585,33360.06956,39915.81349,44101.10674,48832.67081,37706.41775,37531.76656,56956.05989,72645.59051,78524.86635,92906.97925,91339.60032,94160.86595,93506.41157,97010.62596,97397.72383,83793.0041,100473.1284,105951.8524,116914.2807,121245.1931,115505.3324,128413.2067,139295.3882,136871.4281,161861.2028,163854.8112,169833.0442,171362.0359
